Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total,Variation,Category,Type 1,Type 2,Height (m),Weight (kg),Generation
853,Grapploct,https://bulbapedia.bulbagarden.net/wiki/Grapploct_(Pok%C3%A9mon),80,118,90,42,70,80,480,,Jujitsu Pokémon,Fighting,,1.6,39.0,8.0
854,Sinistea,https://bulbapedia.bulbagarden.net/wiki/Sinistea_(Pok%C3%A9mon),40,45,45,50,74,54,308,,Black Tea Pokémon,Ghost,,0.1,0.2,8.0
855,Polteageist,https://bulbapedia.bulbagarden.net/wiki/Polteageist_(Pok%C3%A9mon),60,65,65,70,134,114,508,,Black Tea Pokémon,Ghost,,0.2,0.4,8.0
856,Hatenna,https://bulbapedia.bulbagarden.net/wiki/Hatenna_(Pok%C3%A9mon),42,30,45,39,56,53,265,,Calm Pokémon,Psychic,,0.4,3.4,8.0
857,Hattrem,https://bulbapedia.bulbagarden.net/wiki/Hattrem_(Pok%C3%A9mon),57,40,65,49,86,73,370,,Serene Pokémon,Psychic,,0.6,4.8,8.0
858,Hatterene,https://bulbapedia.bulbagarden.net/wiki/Hatterene_(Pok%C3%A9mon),57,90,95,29,136,103,510,,Silent Pokémon,Psychic,Fairy,2.1,5.1,8.0
859,Impidimp,https://bulbapedia.bulbagarden.net/wiki/Impidimp_(Pok%C3%A9mon),45,45,30,50,55,40,265,,Wily Pokémon,Dark,Fairy,0.4,5.5,8.0
860,Morgrem,https://bulbapedia.bulbagarden.net/wiki/Morgrem_(Pok%C3%A9mon),65,60,45,70,75,55,370,,Devious Pokémon,Dark,Fairy,0.8,12.5,8.0
861,Grimmsnarl,https://bulbapedia.bulbagarden.net/wiki/Grimmsnarl_(Pok%C3%A9mon),95,120,65,60,95,75,510,,Bulk Up Pokémon,Dark,Fairy,1.5,61.0,8.0
862,Obstagoon,https://bulbapedia.bulbagarden.net/wiki/Obstagoon_(Pok%C3%A9mon),93,90,101,95,60,81,520,,Blocking Pokémon,Dark,Normal,1.6,46.0,8.0
863,Perrserker,https://bulbapedia.bulbagarden.net/wiki/Perrserker_(Pok%C3%A9mon),70,110,100,50,50,60,440,,Viking Pokémon,Steel,,0.8,28.0,8.0
864,Cursola,https://bulbapedia.bulbagarden.net/wiki/Cursola_(Pok%C3%A9mon),60,95,50,30,145,130,510,,Coral Pokémon,Ghost,,1.0,0.4,8.0
865,Sirfetch'd,https://bulbapedia.bulbagarden.net/wiki/Sirfetch%27d_(Pok%C3%A9mon),62,135,95,65,68,82,507,,Wild Duck Pokémon,Fighting,,0.8,117.0,8.0
866,Mr. Rime,https://bulbapedia.bulbagarden.net/wiki/Mr._Rime_(Pok%C3%A9mon),80,85,75,70,110,100,520,,Comedian Pokémon,Ice,Psychic,1.5,58.2,8.0
867,Runerigus,https://bulbapedia.bulbagarden.net/wiki/Runerigus_(Pok%C3%A9mon),58,95,145,30,50,105,483,,Grudge Pokémon,Ground,Ghost,1.6,66.6,8.0
868,Milcery,https://bulbapedia.bulbagarden.net/wiki/Milcery_(Pok%C3%A9mon),45,40,40,34,50,61,270,,Cream Pokémon,Fairy,,0.2,0.3,8.0
869,Alcremie,https://bulbapedia.bulbagarden.net/wiki/Alcremie_(Pok%C3%A9mon),65,60,75,64,110,121,495,,Cream Pokémon,Fairy,,0.3,0.5,8.0
870,Falinks,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon),65,100,100,75,70,60,470,,Formation Pokémon,Fighting,,3.0,62.0,8.0
870,Falinks,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon),65,135,135,100,70,65,570,Mega Falinks,Formation Pokémon,Fighting,,3.0,62.0,8.0
871,Pincurchin,https://bulbapedia.bulbagarden.net/wiki/Pincurchin_(Pok%C3%A9mon),48,101,95,15,91,85,435,,Sea Urchin Pokémon,Electric,,0.3,1.0,8.0
872,Snom,https://bulbapedia.bulbagarden.net/wiki/Snom_(Pok%C3%A9mon),30,25,35,20,45,30,185,,Worm Pokémon,Ice,Bug,0.3,3.8,8.0
873,Frosmoth,https://bulbapedia.bulbagarden.net/wiki/Frosmoth_(Pok%C3%A9mon),70,65,60,65,125,90,475,,Frost Moth Pokémon,Ice,Bug,1.3,42.0,8.0
874,Stonjourner,https://bulbapedia.bulbagarden.net/wiki/Stonjourner_(Pok%C3%A9mon),100,125,135,70,20,20,470,,Big Rock Pokémon,Rock,,2.5,520.0,8.0
875,Eiscue Ice Face,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon),75,80,110,50,65,90,470,,,,,,,8.0
875,Eiscue Noice Face,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon),75,80,70,130,65,50,470,,,,,,,8.0
876,Indeedee,https://bulbapedia.bulbagarden.net/wiki/Indeedee_(Pok%C3%A9mon),60,65,55,95,105,95,475,Male,Emotion Pokémon,Psychic,Normal,0.9,28.0,8.0
876,Indeedee,https://bulbapedia.bulbagarden.net/wiki/Indeedee_(Pok%C3%A9mon),70,55,65,85,95,105,475,Female,Emotion Pokémon,Psychic,Normal,0.9,28.0,8.0
877,Morpeko,https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon),58,95,58,97,70,58,436,,Two-Sided Pokémon,Electric,Dark,0.3,3.0,8.0
878,Cufant,https://bulbapedia.bulbagarden.net/wiki/Cufant_(Pok%C3%A9mon),72,80,49,40,40,49,330,,Copperderm Pokémon,Steel,,1.2,100.0,8.0
879,Copperajah,https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon),122,130,69,30,80,69,500,,Copperderm Pokémon,Steel,,3.0,650.0,8.0
880,Dracozolt,https://bulbapedia.bulbagarden.net/wiki/Dracozolt_(Pok%C3%A9mon),90,100,90,75,80,70,505,,Fossil Pokémon,Electric,Dragon,1.8,190.0,8.0
881,Arctozolt,https://bulbapedia.bulbagarden.net/wiki/Arctozolt_(Pok%C3%A9mon),90,100,90,55,90,80,505,,Fossil Pokémon,Electric,Ice,2.3,150.0,8.0
882,Dracovish,https://bulbapedia.bulbagarden.net/wiki/Dracovish_(Pok%C3%A9mon),90,90,100,75,70,80,505,,Fossil Pokémon,Water,Dragon,2.3,215.0,8.0
883,Arctovish,https://bulbapedia.bulbagarden.net/wiki/Arctovish_(Pok%C3%A9mon),90,90,100,55,80,90,505,,Fossil Pokémon,Water,Ice,2.0,175.0,8.0
884,Duraludon,https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon),70,95,115,85,120,50,535,,Alloy Pokémon,Steel,Dragon,1.8,40.0,8.0
885,Dreepy,https://bulbapedia.bulbagarden.net/wiki/Dreepy_(Pok%C3%A9mon),28,60,30,82,40,30,270,,Lingering Pokémon,Dragon,Ghost,0.5,2.0,8.0
886,Drakloak,https://bulbapedia.bulbagarden.net/wiki/Drakloak_(Pok%C3%A9mon),68,80,50,102,60,50,410,,Caretaker Pokémon,Dragon,Ghost,1.4,11.0,8.0
887,Dragapult,https://bulbapedia.bulbagarden.net/wiki/Dragapult_(Pok%C3%A9mon),88,120,75,142,100,75,600,,Stealth Pokémon,Dragon,Ghost,3.0,50.0,8.0
888,Zacian,https://bulbapedia.bulbagarden.net/wiki/Zacian_(Pok%C3%A9mon),92,120,115,138,80,115,660,Hero of Many Battles,Warrior Pokémon,Fairy,,2.8,110.0,8.0
888,Zacian,https://bulbapedia.bulbagarden.net/wiki/Zacian_(Pok%C3%A9mon),92,150,115,148,80,115,700,Crowned Sword,Warrior Pokémon,Fairy,,2.8,110.0,8.0
889,Zamazenta,https://bulbapedia.bulbagarden.net/wiki/Zamazenta_(Pok%C3%A9mon),92,120,115,138,80,115,660,Hero of Many Battles,Warrior Pokémon,Fighting,,2.9,210.0,8.0
889,Zamazenta,https://bulbapedia.bulbagarden.net/wiki/Zamazenta_(Pok%C3%A9mon),92,120,140,128,80,140,700,Crowned Shield,Warrior Pokémon,Fighting,,2.9,210.0,8.0
890,Eternatus,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon),140,85,95,130,145,95,690,,Gigantic Pokémon,Poison,Dragon,20.0,950.0,8.0
890,Eternatus,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon),255,115,250,130,125,250,1125,Eternamax Eternatus,Gigantic Pokémon,Poison,Dragon,20.0,950.0,8.0
891,Kubfu,https://bulbapedia.bulbagarden.net/wiki/Kubfu_(Pok%C3%A9mon),60,90,60,72,53,50,385,,Wushu Pokémon,Fighting,,0.6,12.0,8.0
892,Urshifu,https://bulbapedia.bulbagarden.net/wiki/Urshifu_(Pok%C3%A9mon),100,130,100,97,63,60,550,,Wushu Pokémon,Fighting,Dark,1.9,105.0,8.0
893,Zarude,https://bulbapedia.bulbagarden.net/wiki/Zarude_(Pok%C3%A9mon),105,120,105,105,70,95,600,,Rogue Monkey Pokémon,Dark,Grass,1.8,70.0,8.0
894,Regieleki,https://bulbapedia.bulbagarden.net/wiki/Regieleki_(Pok%C3%A9mon),80,100,50,200,100,50,580,,Electron Pokémon,Electric,,1.2,145.0,8.0
895,Regidrago,https://bulbapedia.bulbagarden.net/wiki/Regidrago_(Pok%C3%A9mon),200,100,50,80,100,50,580,,Dragon Orb Pokémon,Dragon,,2.1,200.0,8.0
896,Glastrier,https://bulbapedia.bulbagarden.net/wiki/Glastrier_(Pok%C3%A9mon),100,145,130,30,65,110,580,,Wild Horse Pokémon,Ice,,2.2,800.0,8.0
897,Spectrier,https://bulbapedia.bulbagarden.net/wiki/Spectrier_(Pok%C3%A9mon),100,65,60,130,145,80,580,,Swift Horse Pokémon,Ghost,,2.0,44.5,8.0
898,Calyrex,https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon),100,80,80,80,80,80,500,,King Pokémon,Psychic,Grass,1.1,7.7,8.0
898,Calyrex,https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon),100,165,150,50,85,130,680,Ice Rider Calyrex,King Pokémon,Psychic,Grass,1.1,7.7,8.0
898,Calyrex,https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon),100,85,80,150,165,100,680,Shadow Rider Calyrex,King Pokémon,Psychic,Grass,1.1,7.7,8.0
899,Wyrdeer,https://bulbapedia.bulbagarden.net/wiki/Wyrdeer_(Pok%C3%A9mon),103,105,72,65,105,75,525,,Big Horn Pokémon,Normal,Psychic,1.8,95.1,8.0
900,Kleavor,https://bulbapedia.bulbagarden.net/wiki/Kleavor_(Pok%C3%A9mon),70,130,95,85,45,75,500,,Axe Pokémon,Bug,Rock,1.8,89.0,8.0
901,Ursaluna,https://bulbapedia.bulbagarden.net/wiki/Ursaluna_(Pok%C3%A9mon),130,140,105,50,45,80,550,,Peat Pokémon,Ground,Normal,2.4,290.0,8.0
901,Ursaluna,https://bulbapedia.bulbagarden.net/wiki/Ursaluna_(Pok%C3%A9mon),113,70,120,52,135,65,555,Bloodmoon Ursaluna,Peat Pokémon,Ground,Normal,2.4,290.0,8.0
902,Basculegion,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon),120,112,65,78,80,75,530,Male,Big Fish Pokémon,Water,Ghost,3.0,110.0,8.0
902,Basculegion,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon),120,92,65,78,100,75,530,Female,Big Fish Pokémon,Water,Ghost,3.0,110.0,8.0
903,Sneasler,https://bulbapedia.bulbagarden.net/wiki/Sneasler_(Pok%C3%A9mon),80,130,60,120,40,80,510,,Free Climb Pokémon,Fighting,Poison,1.3,43.0,8.0
904,Overqwil,https://bulbapedia.bulbagarden.net/wiki/Overqwil_(Pok%C3%A9mon),85,115,95,85,65,65,510,,Pin Cluster Pokémon,Dark,Poison,2.5,60.5,8.0
905,Enamorus,https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon),74,115,70,106,135,80,580,Incarnate Forme,Love-Hate Pokémon,Fairy,Flying,1.6,48.0,8.0
905,Enamorus,https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon),74,115,110,46,135,100,580,Therian Forme,Love-Hate Pokémon,Fairy,Flying,1.6,48.0,8.0
906,Sprigatito,https://bulbapedia.bulbagarden.net/wiki/Sprigatito_(Pok%C3%A9mon),40,61,54,65,45,45,310,,Grass Cat Pokémon,Grass,,0.4,4.1,9.0
907,Floragato,https://bulbapedia.bulbagarden.net/wiki/Floragato_(Pok%C3%A9mon),61,80,63,83,60,63,410,,Grass Cat Pokémon,Grass,,0.9,12.2,9.0
908,Meowscarada,https://bulbapedia.bulbagarden.net/wiki/Meowscarada_(Pok%C3%A9mon),76,110,70,123,81,70,530,,Magician Pokémon,Grass,Dark,1.5,31.2,9.0
909,Fuecoco,https://bulbapedia.bulbagarden.net/wiki/Fuecoco_(Pok%C3%A9mon),67,45,59,36,63,40,310,,Fire Croc Pokémon,Fire,,0.4,9.8,9.0
910,Crocalor,https://bulbapedia.bulbagarden.net/wiki/Crocalor_(Pok%C3%A9mon),81,55,78,49,90,58,411,,Fire Croc Pokémon,Fire,,1.0,30.7,9.0
911,Skeledirge,https://bulbapedia.bulbagarden.net/wiki/Skeledirge_(Pok%C3%A9mon),104,75,100,66,110,75,530,,Singer Pokémon,Fire,Ghost,1.6,326.5,9.0
912,Quaxly,https://bulbapedia.bulbagarden.net/wiki/Quaxly_(Pok%C3%A9mon),55,65,45,50,50,45,310,,Duckling Pokémon,Water,,0.5,6.1,9.0
913,Quaxwell,https://bulbapedia.bulbagarden.net/wiki/Quaxwell_(Pok%C3%A9mon),70,85,65,65,65,60,410,,Practicing Pokémon,Water,,1.2,21.5,9.0
914,Quaquaval,https://bulbapedia.bulbagarden.net/wiki/Quaquaval_(Pok%C3%A9mon),85,120,80,85,85,75,530,,Dancer Pokémon,Water,Fighting,1.8,61.9,9.0
915,Lechonk,https://bulbapedia.bulbagarden.net/wiki/Lechonk_(Pok%C3%A9mon),54,45,40,35,35,45,254,,Hog Pokémon,Normal,,0.5,10.2,9.0
916,Oinkologne,https://bulbapedia.bulbagarden.net/wiki/Oinkologne_(Pok%C3%A9mon),110,100,75,65,59,80,489,Male,Hog Pokémon,Normal,,1.0,120.0,9.0
916,Oinkologne,https://bulbapedia.bulbagarden.net/wiki/Oinkologne_(Pok%C3%A9mon),115,90,70,65,59,90,489,Female,Hog Pokémon,Normal,,1.0,120.0,9.0
917,Tarountula,https://bulbapedia.bulbagarden.net/wiki/Tarountula_(Pok%C3%A9mon),35,41,45,20,29,40,210,,String Ball Pokémon,Bug,,0.3,4.0,9.0
918,Spidops,https://bulbapedia.bulbagarden.net/wiki/Spidops_(Pok%C3%A9mon),60,79,92,35,52,86,404,,Trap Pokémon,Bug,,1.0,16.5,9.0
919,Nymble,https://bulbapedia.bulbagarden.net/wiki/Nymble_(Pok%C3%A9mon),33,46,40,45,21,25,210,,Grasshopper Pokémon,Bug,,0.2,1.0,9.0
920,Lokix,https://bulbapedia.bulbagarden.net/wiki/Lokix_(Pok%C3%A9mon),71,102,78,92,52,55,450,,Grasshopper Pokémon,Bug,Dark,1.0,17.5,9.0
921,Pawmi,https://bulbapedia.bulbagarden.net/wiki/Pawmi_(Pok%C3%A9mon),45,50,20,60,40,25,240,,Mouse Pokémon,Electric,,0.3,2.5,9.0
922,Pawmo,https://bulbapedia.bulbagarden.net/wiki/Pawmo_(Pok%C3%A9mon),60,75,40,85,50,40,350,,Mouse Pokémon,Electric,Fighting,0.4,6.5,9.0
923,Pawmot,https://bulbapedia.bulbagarden.net/wiki/Pawmot_(Pok%C3%A9mon),70,115,70,105,70,60,490,,Hands-On Pokémon,Electric,Fighting,0.9,41.0,9.0
924,Tandemaus,https://bulbapedia.bulbagarden.net/wiki/Tandemaus_(Pok%C3%A9mon),50,50,45,75,40,45,305,,Couple Pokémon,Normal,,0.3,1.8,9.0
925,Maushold,https://bulbapedia.bulbagarden.net/wiki/Maushold_(Pok%C3%A9mon),74,75,70,111,65,75,470,,Family Pokémon,Normal,,0.3,2.8,9.0
926,Fidough,https://bulbapedia.bulbagarden.net/wiki/Fidough_(Pok%C3%A9mon),37,55,70,65,30,55,312,,Puppy Pokémon,Fairy,,0.3,10.9,9.0
927,Dachsbun,https://bulbapedia.bulbagarden.net/wiki/Dachsbun_(Pok%C3%A9mon),57,80,115,95,50,80,477,,Dog Pokémon,Fairy,,0.5,14.9,9.0
928,Smoliv,https://bulbapedia.bulbagarden.net/wiki/Smoliv_(Pok%C3%A9mon),41,35,45,30,58,51,260,,Olive Pokémon,Grass,Normal,0.3,6.5,9.0
929,Dolliv,https://bulbapedia.bulbagarden.net/wiki/Dolliv_(Pok%C3%A9mon),52,53,60,33,78,78,354,,Olive Pokémon,Grass,Normal,0.6,11.9,9.0
930,Arboliva,https://bulbapedia.bulbagarden.net/wiki/Arboliva_(Pok%C3%A9mon),78,69,90,39,125,109,510,,Olive Pokémon,Grass,Normal,1.4,48.2,9.0
931,Squawkabilly,https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon),82,96,51,92,45,51,417,,Parrot Pokémon,Normal,Flying,0.6,2.4,9.0
932,Nacli,https://bulbapedia.bulbagarden.net/wiki/Nacli_(Pok%C3%A9mon),55,55,75,25,35,35,280,,Rock Salt Pokémon,Rock,,0.4,16.0,9.0
933,Naclstack,https://bulbapedia.bulbagarden.net/wiki/Naclstack_(Pok%C3%A9mon),60,60,100,35,35,65,355,,Rock Salt Pokémon,Rock,,0.6,105,9.0
934,Garganacl,https://bulbapedia.bulbagarden.net/wiki/Garganacl_(Pok%C3%A9mon),100,100,130,35,45,90,500,,Rock Salt Pokémon,Rock,,2.3,240.0,9.0
935,Charcadet,https://bulbapedia.bulbagarden.net/wiki/Charcadet_(Pok%C3%A9mon),40,50,40,35,50,40,255,,Fire Child Pokémon,Fire,,0.6,10.5,9.0
936,Armarouge,https://bulbapedia.bulbagarden.net/wiki/Armarouge_(Pok%C3%A9mon),85,60,100,75,125,80,525,,Fire Warrior Pokémon,Fire,Psychic,1.5,85.0,9.0
937,Ceruledge,https://bulbapedia.bulbagarden.net/wiki/Ceruledge_(Pok%C3%A9mon),75,125,80,85,60,100,525,,Fire Blades Pokémon,Fire,Ghost,1.6,62.0,9.0
938,Tadbulb,https://bulbapedia.bulbagarden.net/wiki/Tadbulb_(Pok%C3%A9mon),61,31,41,45,59,35,272,,EleTadpole Pokémon,Electric,,0.3,0.4,9.0
939,Bellibolt,https://bulbapedia.bulbagarden.net/wiki/Bellibolt_(Pok%C3%A9mon),109,64,91,45,103,83,495,,EleFrog Pokémon,Electric,,1.2,113.0,9.0
940,Wattrel,https://bulbapedia.bulbagarden.net/wiki/Wattrel_(Pok%C3%A9mon),40,40,35,70,55,40,280,,Storm Petrel Pokémon,Electric,Flying,0.4,3.6,9.0
941,Kilowattrel,https://bulbapedia.bulbagarden.net/wiki/Kilowattrel_(Pok%C3%A9mon),70,70,60,125,105,60,490,,Frigatebird Pokémon,Electric,Flying,1.4,38.6,9.0
942,Maschiff,https://bulbapedia.bulbagarden.net/wiki/Maschiff_(Pok%C3%A9mon),60,78,60,51,40,51,340,,Rascal Pokémon,Dark,,0.5,16,9.0
943,Mabosstiff,https://bulbapedia.bulbagarden.net/wiki/Mabosstiff_(Pok%C3%A9mon),80,120,90,85,60,70,505,,Boss Pokémon,Dark,,1.1,61,9.0
944,Shroodle,https://bulbapedia.bulbagarden.net/wiki/Shroodle_(Pok%C3%A9mon),40,65,35,75,40,35,290,,Toxic Mouse Pokémon,Poison,Normal,0.2,0.7,9.0
945,Grafaiai,https://bulbapedia.bulbagarden.net/wiki/Grafaiai_(Pok%C3%A9mon),63,95,65,110,80,72,485,,Toxic Monkey Pokémon,Poison,Normal,0.7,27.2,9.0
946,Bramblin,https://bulbapedia.bulbagarden.net/wiki/Bramblin_(Pok%C3%A9mon),40,65,30,60,45,35,275,,Tumbleweed Pokémon,Grass,Ghost,0.6,0.6,9.0
947,Brambleghast,https://bulbapedia.bulbagarden.net/wiki/Brambleghast_(Pok%C3%A9mon),55,115,70,90,80,70,480,,Tumbleweed Pokémon,Grass,Ghost,1.2,6.0,9.0
948,Toedscool,https://bulbapedia.bulbagarden.net/wiki/Toedscool_(Pok%C3%A9mon),40,40,35,70,50,100,335,,Woodear Pokémon,Ground,Grass,0.9,33.0,9.0
949,Toedscruel,https://bulbapedia.bulbagarden.net/wiki/Toedscruel_(Pok%C3%A9mon),80,70,65,100,80,120,515,,Woodear Pokémon,Ground,Grass,1.9,58.0,9.0
950,Klawf,https://bulbapedia.bulbagarden.net/wiki/Klawf_(Pok%C3%A9mon),70,100,115,75,35,55,450,,Ambush Pokémon,Rock,,1.3,79.0,9.0
951,Capsakid,https://bulbapedia.bulbagarden.net/wiki/Capsakid_(Pok%C3%A9mon),50,62,40,50,62,40,304,,Spicy Pepper Pokémon,Grass,,0.3,3.0,9.0
952,Scovillain,https://bulbapedia.bulbagarden.net/wiki/Scovillain_(Pok%C3%A9mon),65,108,65,75,108,65,486,,Spicy Pepper Pokémon,Grass,Fire,0.9,15.0,9.0
953,Rellor,https://bulbapedia.bulbagarden.net/wiki/Rellor_(Pok%C3%A9mon),41,50,60,30,31,58,270,,Rolling Pokémon,Bug,,0.2,1.0,9.0
954,Rabsca,https://bulbapedia.bulbagarden.net/wiki/Rabsca_(Pok%C3%A9mon),75,50,85,45,115,100,470,,Rolling Pokémon,Bug,Psychic,0.3,3.5,9.0
955,Flittle,https://bulbapedia.bulbagarden.net/wiki/Flittle_(Pok%C3%A9mon),30,35,30,75,55,30,255,,Frill Pokémon,Psychic,,0.2,1.5,9.0
956,Espathra,https://bulbapedia.bulbagarden.net/wiki/Espathra_(Pok%C3%A9mon),95,60,60,105,101,60,481,,Ostrich Pokémon,Psychic,,1.9,90.0,9.0
957,Tinkatink,https://bulbapedia.bulbagarden.net/wiki/Tinkatink_(Pok%C3%A9mon),50,45,45,58,35,64,297,,Metalsmith Pokémon,Fairy,Steel,0.4,8.9,9.0
958,Tinkatuff,https://bulbapedia.bulbagarden.net/wiki/Tinkatuff_(Pok%C3%A9mon),65,55,55,78,45,82,380,,Hammer Pokémon,Fairy,Steel,0.7,59.1,9.0
959,Tinkaton,https://bulbapedia.bulbagarden.net/wiki/Tinkaton_(Pok%C3%A9mon),85,75,77,94,70,105,506,,Hammer Pokémon,Fairy,Steel,0.7,112.8,9.0
960,Wiglett,https://bulbapedia.bulbagarden.net/wiki/Wiglett_(Pok%C3%A9mon),10,55,25,95,35,25,245,,Garden Eel Pokémon,Water,,1.2,1.8,9.0
961,Wugtrio,https://bulbapedia.bulbagarden.net/wiki/Wugtrio_(Pok%C3%A9mon),35,100,50,120,50,70,425,,Garden Eel Pokémon,Water,,1.2,5.4,9.0
962,Bombirdier,https://bulbapedia.bulbagarden.net/wiki/Bombirdier_(Pok%C3%A9mon),70,103,85,82,60,85,485,,Item Drop Pokémon,Flying,Dark,1.5,42.9,9.0
963,Finizen,https://bulbapedia.bulbagarden.net/wiki/Finizen_(Pok%C3%A9mon),70,45,40,75,45,40,315,,Dolphin Pokémon,Water,,1.3,60.2,9.0
964,Palafin Zero,https://bulbapedia.bulbagarden.net/wiki/Palafin_(Pok%C3%A9mon),100,70,72,100,53,62,457,,,,,,,9.0
964,Palafin Hero,https://bulbapedia.bulbagarden.net/wiki/Palafin_(Pok%C3%A9mon),100,160,97,100,106,87,650,,,,,,,9.0
965,Varoom,https://bulbapedia.bulbagarden.net/wiki/Varoom_(Pok%C3%A9mon),45,70,63,47,30,45,300,,Single-Cyl Pokémon,Steel,Poison,1.0,35.0,9.0
966,Revavroom,https://bulbapedia.bulbagarden.net/wiki/Revavroom_(Pok%C3%A9mon),80,119,90,90,54,67,500,,Multi-Cyl Pokémon,Steel,Poison,1.8,120.0,9.0
967,Cyclizar,https://bulbapedia.bulbagarden.net/wiki/Cyclizar_(Pok%C3%A9mon),70,95,65,121,85,65,501,,Mount Pokémon,Dragon,Normal,1.6,63.0,9.0
968,Orthworm,https://bulbapedia.bulbagarden.net/wiki/Orthworm_(Pok%C3%A9mon),70,85,145,65,60,55,480,,Earthworm Pokémon,Steel,,2.5,310.0,9.0
969,Glimmet,https://bulbapedia.bulbagarden.net/wiki/Glimmet_(Pok%C3%A9mon),48,35,42,60,105,60,350,,Ore Pokémon,Rock,Poison,0.7,8.0,9.0
970,Glimmora,https://bulbapedia.bulbagarden.net/wiki/Glimmora_(Pok%C3%A9mon),83,55,90,86,130,81,525,,Ore Pokémon,Rock,Poison,1.5,45.0,9.0
971,Greavard,https://bulbapedia.bulbagarden.net/wiki/Greavard_(Pok%C3%A9mon),50,61,60,34,30,55,290,,Ghost Dog Pokémon,Ghost,,0.6,35.0,9.0
972,Houndstone,https://bulbapedia.bulbagarden.net/wiki/Houndstone_(Pok%C3%A9mon),72,101,100,68,50,97,488,,Ghost Dog Pokémon,Ghost,,2.0,15.0,9.0
973,Flamigo,https://bulbapedia.bulbagarden.net/wiki/Flamigo_(Pok%C3%A9mon),82,115,74,90,75,64,500,,Synchronize Pokémon,Flying,Fighting,1.6,37.0,9.0
974,Cetoddle,https://bulbapedia.bulbagarden.net/wiki/Cetoddle_(Pok%C3%A9mon),108,68,45,43,30,40,334,,Terra Whale Pokémon,Ice,,1.2,45.0,9.0
975,Cetitan,https://bulbapedia.bulbagarden.net/wiki/Cetitan_(Pok%C3%A9mon),170,113,65,73,45,55,521,,Terra Whale Pokémon,Ice,,4.5,700.0,9.0
976,Veluza,https://bulbapedia.bulbagarden.net/wiki/Veluza_(Pok%C3%A9mon),90,102,73,70,78,65,478,,Jettison Pokémon,Water,Psychic,2.5,90,9.0
977,Dondozo,https://bulbapedia.bulbagarden.net/wiki/Dondozo_(Pok%C3%A9mon),150,100,115,35,65,65,530,,Big Catfish Pokémon,Water,,12.0,220.0,9.0
978,Tatsugiri,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),68,50,60,82,120,95,475,,Mimicry Pokémon,Dragon,Water,0.3,8.0,9.0
979,Annihilape,https://bulbapedia.bulbagarden.net/wiki/Annihilape_(Pok%C3%A9mon),110,115,80,90,50,90,535,,Rage Monkey Pokémon,Fighting,Ghost,1.2,56.0,9.0
980,Clodsire,https://bulbapedia.bulbagarden.net/wiki/Clodsire_(Pok%C3%A9mon),130,75,60,20,45,100,430,,Spiny Fish Pokémon,Poison,Ground,1.8,223.0,9.0
981,Farigiraf,https://bulbapedia.bulbagarden.net/wiki/Farigiraf_(Pok%C3%A9mon),120,90,70,60,110,70,520,,Long Neck Pokémon,Normal,Psychic,3.2,160.0,9.0
982,Dudunsparce,https://bulbapedia.bulbagarden.net/wiki/Dudunsparce_(Pok%C3%A9mon),125,100,80,55,85,75,520,,Land Snake Pokémon,Normal,,3.6,39.2,9.0
983,Kingambit,https://bulbapedia.bulbagarden.net/wiki/Kingambit_(Pok%C3%A9mon),100,135,120,50,60,85,550,,Big Blade Pokémon,Dark,Steel,2.0,120.0,9.0
984,Great Tusk,https://bulbapedia.bulbagarden.net/wiki/Great_Tusk_(Pok%C3%A9mon),115,131,131,87,53,53,570,,Paradox Pokémon,Ground,Fighting,2.2,320.0,9.0
985,Scream Tail,https://bulbapedia.bulbagarden.net/wiki/Scream_Tail_(Pok%C3%A9mon),115,65,99,111,65,115,570,,Paradox Pokémon,Fairy,Psychic,1.2,8.0,9.0
986,Brute Bonnet,https://bulbapedia.bulbagarden.net/wiki/Brute_Bonnet_(Pok%C3%A9mon),111,127,99,55,79,99,570,,Paradox Pokémon,Grass,Dark,1.2,21.0,9.0
